region,department,health_district,match_id,match_name,fac_name_processed,fac_name_orig,group_fac_type,fac_type_orig,group_fac_own,fac_own_orig,latitude,longitude,max_gps_dist,source,data_flagged,data_notes,decision_notes,last_updated,update_notes,n_gps,n_source,source_list,fac_id,fac_id_orig,fac_id_orig_var,n_fac_type,n_fac_own,no_department,no_health_district,no_fac_type,no_fac_own,no_gps,n_geos
Kolda,Medina Yoro Foulah,Medina Yoro Foulah,2390,sare yoro bouya,sare yoro bouya,Sare Yoro Bouya,poste de sante,Poste de sante,publique,Publique,13.53943,-15.08146,0.17,SPA 2015,,,,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015,30242,30242,spafacid,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2391,sikilo est,sikilo est,Sikilo est,poste de sante,Poste de sante,publique,Publique,12.90116408,-14.92791401,,COUS,1,"Confirm this facility should be included separately and not matched to something else with ANSD (in MOH, COUS)",,,,1,3,COUS; MOH; Maina et. al (2019),120646,,,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2391,sikilo est,sikilo est,PS Sikilo Est,poste de sante,Poste de sante,publique,,,,,MOH,1,"Confirm this facility should be included separately and not matched to something else with ANSD (in MOH, COUS)",,,,1,3,COUS; MOH; Maina et. al (2019),171157,,,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2391,sikilo est,sikilo est,Siliko Est Poste de Santé,poste de sante,Poste de Sante,publique,Publique,,,,Maina et. al (2019),1,"Confirm this facility should be included separately and not matched to something else with ANSD (in MOH, COUS)",,,,1,3,COUS; MOH; Maina et. al (2019),130584,,,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2392,sikilo ouest,sikilo ouest,Sikilo ouest,poste de sante,Poste de sante,publique,Publique,12.90415826,-14.94065363,,COUS,1,"Confirm this facility should be included separately and not matched to something else with ANSD (in MOH, COUS)",,,,1,3,COUS; MOH; Maina et. al (2019),120647,,,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2392,sikilo ouest,sikilo ouest,PS Sikilo Oust,poste de sante,Poste de sante,publique,,,,,MOH,1,"Confirm this facility should be included separately and not matched to something else with ANSD (in MOH, COUS)",,,,1,3,COUS; MOH; Maina et. al (2019),171158,,,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2392,sikilo ouest,sikilo ouest,Siliko Ouest Poste de Santé,poste de sante,Poste de Sante,publique,Publique,,,,Maina et. al (2019),1,"Confirm this facility should be included separately and not matched to something else with ANSD (in MOH, COUS)",,,,1,3,COUS; MOH; Maina et. al (2019),130585,,,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2393,sikito,sikito,SIKITO,poste de sante,Poste de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,1,2,ANSD 2017-2018; Maina et. al (2019),101225,PS_617,HFID2015,2,1,0,0,0,0,0,1
Kolda,Kolda,Kolda,2393,sikito,sikito,Sikito Poste de Santé,poste de sante,Poste de Sante,publique,Publique,12.9,-14.95,,Maina et. al (2019),,,,,,1,2,ANSD 2017-2018; Maina et. al (2019),130583,,,2,1,0,0,0,0,0,1
Kolda,Velingara,Velingara,2394,sinthian koundara,sinthian koundara,SINTHIAN KOUNDARA,poste de sante,Poste de sante,publique,Publique,,,0.28,ANSD 2017-2018,,,,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2014,101267,PS_645,HFID2015,2,2,0,0,0,0,0,1
Kolda,Velingara,Velingara,2394,sinthian koundara,sinthian koundara,Sinthiang Koundara,poste de sante,Poste de sante,publique,Publique,13.25643439,-13.90722342,0.28,COUS,,,,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2014,120684,,,2,2,0,0,0,0,0,1
Kolda,Velingara,Velingara,2394,sinthian koundara,sinthian koundara,PS Santhie Koundara,poste de sante,Poste de sante,publique,,,,0.28,MOH,,,Matching to PS Sinthian Koundara,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2014,171206,,,2,2,0,0,0,0,0,1
Kolda,Velingara,Velingara,2394,sinthian koundara,sinthian koundara,Sinthian Koundara Poste de Santé,poste de sante,Poste de Sante,publique,Publique,13.2588,-13.9062,0.28,Maina et. al (2019),,,,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2014,130586,,,2,2,0,0,0,0,0,1
Kolda,Velingara,Velingara,2394,sinthian koundara,sinthian koundara,Sinthian Koundara,poste de sante,Poste de sante,publique,Publique,13.2565,-13.9073,0.28,SPA 2014,,,,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2014,20242,20242,spafacid,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2395,sinthiang elhadji salif,sinthiang elhadji salif,Sinthiang Elhadji Salif*,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,102814,,HFID2015,1,1,0,0,0,0,1,1
Kolda,Kolda,Kolda,2396,sinthiang kourtiba,sinthiang kourtiba,Sinthiang Kourtiba,case de sante,Poste de sante,publique,Publique,,,,ANSD 2017-2018,,,Regional focal point confirmed facility type (case de sante),,,0,2,ANSD 2017-2018; SPA 2019,101226,PS,HFID2015,2,1,0,0,0,0,1,1
Kolda,Kolda,Kolda,2396,sinthiang kourtiba,sinthiang kourtiba,Sinthiang Kourtiba,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,2,ANSD 2017-2018; SPA 2019,102871,,HFID2015,2,1,0,0,0,0,1,1
Kolda,Kolda,Kolda,2396,sinthiang kourtiba,sinthiang kourtiba,Sinthiang Kourtiba,case de sante,Poste de sante,publique,Publique,,,,SPA 2019,,,Regional focal point confirmed facility type (case de sante),,,0,2,ANSD 2017-2018; SPA 2019,70233,70233,spafacid,2,1,0,0,0,0,1,1
Kolda,Medina Yoro Foulah,Medina Yoro Foulah,2397,sinthiang poulo,sinthiang poulo,Sinthiang Poulo,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,102893,,HFID2015,1,1,0,0,0,0,1,1
Kolda,Medina Yoro Foulah,Medina Yoro Foulah,2398,sinthiou djide,sinthiou djide,Sinthiou Djidé ٭,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,102937,,HFID2015,1,1,0,0,0,0,1,1
Kolda,Medina Yoro Foulah,Medina Yoro Foulah,2399,soboulde,soboulde,Sobouldé٭,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,102927,,HFID2015,1,1,0,0,0,0,1,1
Kolda,Kolda,Kolda,2400,sodefitex,sodefitex,SODEFITEX,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,1,Flagging for further feedback: there is a PS Sodefitex in Kedougou from SPA. Is there any chance that this facility should be matched to it?,,,,0,2,ANSD 2017-2018; SPA 2018,101227,PS_599,HFID2015,1,2,0,0,0,0,1,1
Kolda,Kolda,Kolda,2400,sodefitex,sodefitex,Sodefitex,poste de sante,Poste de sante,publique,Publique,,,,SPA 2018,1,Flagging for further feedback: there is a PS Sodefitex in Kedougou from SPA. Is there any chance that this facility should be matched to it?,,,,0,2,ANSD 2017-2018; SPA 2018,60234,60234,spafacid,1,2,0,0,0,0,1,1
Kolda,Velingara,Velingara,2401,soins coulibaly,soins coulibaly,CABINET DE SOINS COULIBALY,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,1,2,ANSD 2017-2018; SPA 2015,101245,PS_637,HFID2015,1,1,0,0,0,0,0,1
Kolda,Velingara,Velingara,2401,soins coulibaly,soins coulibaly,Cabinet De Soins Coulibaly,poste de sante,Poste de sante,prive,Prive,13.14644,-14.10875,,SPA 2015,,,,,,1,2,ANSD 2017-2018; SPA 2015,30244,30244,spafacid,1,1,0,0,0,0,0,1
Kolda,Velingara,Velingara,2402,soins sidibe,soins sidibe,CABINET DE SOINS SIDIBE,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,2,ANSD 2017-2018; SPA 2019,101247,PS_636,HFID2015,1,1,0,0,0,0,1,1
Kolda,Velingara,Velingara,2402,soins sidibe,soins sidibe,Cabinet De Soins Sidibe,poste de sante,Poste de sante,prive,Prive,,,,SPA 2019,,,,,,0,2,ANSD 2017-2018; SPA 2019,70236,70236,spafacid,1,1,0,0,0,0,1,1
Kolda,Kolda,Kolda,2403,soukou,soukou,Soukou,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,102862,,HFID2015,1,1,0,0,0,0,1,1
Kolda,Medina Yoro Foulah,Medina Yoro Foulah,2404,soulabaly,soulabaly,Soulabaly,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,102922,,HFID2015,1,1,0,0,0,0,1,1
Kolda,Medina Yoro Foulah,Medina Yoro Foulah,2405,sourouyel,sourouyel,Sourouyel ٭,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,1,2,ANSD 2017-2018; SPA 2017,102932,,HFID2015,1,1,0,0,0,0,0,1
Kolda,Medina Yoro Foulah,Medina Yoro Foulah,2405,sourouyel,sourouyel,Sourouyel ٭,case de sante,Case de sante,publique,Publique,13.32489,-14.85057,,SPA 2017,,,,,,1,2,ANSD 2017-2018; SPA 2017,50580,50580,spafacid,1,1,0,0,0,0,0,1
Kolda,Medina Yoro Foulah,Medina Yoro Foulah,2406,st koutayel,st koutayel,St koutayel,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,102910,,HFID2015,1,1,0,0,0,0,1,1
Kolda,,,2407,st oulata,st oulata,St. Oulata Poste de Santé,poste de sante,Poste de Sante,publique,Publique,,,,Maina et. al (2019),,,,,,0,1,Maina et. al (2019),130587,,,1,1,1,1,0,0,1,0
Kolda,Medina Yoro Foulah,Medina Yoro Foulah,2408,st yero,st yero,St yero,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,102911,,HFID2015,1,1,0,0,0,0,1,1
Kolda,,,2409,synthian afia,synthian afia,Synthian Afia Poste de Santé,poste de sante,Poste de Sante,publique,Publique,13.0389,-13.8778,,Maina et. al (2019),1,Should this be PS Afia Samba?,,,,1,1,Maina et. al (2019),130588,,,1,1,1,1,0,0,0,0
Kolda,Velingara,Velingara,2410,tacoudiala,tacoudiala,Tacoudiala,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,103015,,HFID2015,1,1,0,0,0,0,1,1
Kolda,Kolda,Kolda,2411,tankanto escale,tankanto escale,TANKANTO ESCALE,poste de sante,Poste de sante,publique,Publique,,,0.32,ANSD 2017-2018,,,,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015,101228,PS_609,HFID2015,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2411,tankanto escale,tankanto escale,Tankanto,poste de sante,Poste de sante,publique,Publique,12.82223424,-15.03857656,0.32,COUS,,,,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015,120648,,,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2411,tankanto escale,tankanto escale,PS Takanto Escale,poste de sante,Poste de sante,publique,,,,0.32,MOH,,,,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015,171159,,,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2411,tankanto escale,tankanto escale,Tankanto Escale Poste de Santé,poste de sante,Poste de Sante,publique,Publique,12.8206,-15.041,0.32,Maina et. al (2019),,,,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015,130589,,,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2411,tankanto escale,tankanto escale,Tankanto Escale,poste de sante,Poste de sante,publique,Publique,12.82189,-15.0387,0.32,SPA 2015,,,,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015,30239,30239,spafacid,2,2,0,0,0,0,0,1
Kolda,Medina Yoro Foulah,Medina Yoro Foulah,2412,tankonfara,tankonfara,Tankonfara ٭,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,102928,,HFID2015,1,1,0,0,0,0,1,1
Kolda,Kolda,Kolda,2413,temento,temento,Témento*,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,1,To confirm health district,Assuming duplicate facility status,,,1,2,ANSD 2017-2018; SPA 2014,102861,,HFID2015,1,1,0,0,0,0,0,2
Kolda,Velingara,Velingara,2413,temento,temento,Temento,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,1,To confirm health district,Assuming duplicate facility status,,,1,2,ANSD 2017-2018; SPA 2014,103000,,HFID2015,1,1,0,0,0,0,0,2
Kolda,Kolda,Kolda,2413,temento,temento,TéMento*,case de sante,Case de sante,publique,Publique,12.73787,-14.77885,,SPA 2014,1,To confirm health district,,20230520,Updated health district to Kolda,1,2,ANSD 2017-2018; SPA 2014,20405,20405,spafacid,1,1,0,0,0,0,0,2
Kolda,Velingara,Velingara,2414,teyel,teyel,Teyel,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,103049,,HFID2015,1,1,0,0,0,0,1,1
Kolda,Kolda,Kolda,2415,thiara,thiara,Thiara*,poste de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,May have been case de sante in past (per ANSD 2017-2018 classification),Regional focal point confirmed faility type (health post),,,1,4,ANSD 2017-2018; COUS; MOH; Maina et. al (2019),102832,,HFID2015,3,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2415,thiara,thiara,thiarra,poste de sante,Poste de sante,publique,Publique,12.86132935,-14.54962095,,COUS,,,,,,1,4,ANSD 2017-2018; COUS; MOH; Maina et. al (2019),120649,,,3,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2415,thiara,thiara,PS Thiarra,poste de sante,Poste de sante,publique,,,,,MOH,,,,,,1,4,ANSD 2017-2018; COUS; MOH; Maina et. al (2019),171160,,,3,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2415,thiara,thiara,Thirra Poste de Santé,poste de sante,Poste de Sante,publique,Publique,,,,Maina et. al (2019),,,,,,1,4,ANSD 2017-2018; COUS; MOH; Maina et. al (2019),130593,,,3,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2416,thiawle,thiawle,Thiawle*,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,1,2,ANSD 2017-2018; SPA 2017,102847,,HFID2015,1,1,0,0,0,0,0,1
Kolda,Kolda,Kolda,2416,thiawle,thiawle,Thiawle*,case de sante,Case de sante,publique,Publique,13.01715,-14.25781,,SPA 2017,,,,,,1,2,ANSD 2017-2018; SPA 2017,50571,50571,spafacid,1,1,0,0,0,0,0,1
Kolda,Kolda,Kolda,2417,thiedelly,thiedelly,Thiédélly ٭,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,1,3,ANSD 2017-2018; SPA 2016; SPA 2018,102824,,HFID2015,1,1,0,0,0,0,0,1
Kolda,Kolda,Kolda,2417,thiedelly,thiedelly,ThiéDéLly ٭,case de sante,Case de sante,publique,Publique,12.73634,-14.42604,,SPA 2016,,,,,,1,3,ANSD 2017-2018; SPA 2016; SPA 2018,40418,40418,,1,1,0,0,0,0,0,1
Kolda,Kolda,Kolda,2417,thiedelly,thiedelly,ThiéDéLly ٭,case de sante,Case de sante,publique,Publique,,,,SPA 2018,,,,,,1,3,ANSD 2017-2018; SPA 2016; SPA 2018,60416,60416,spafacid,1,1,0,0,0,0,0,1
Kolda,Velingara,Velingara,2418,thies pakane,thies pakane,ThiésPakane(nouvelle case),case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,Assuming duplicate facility status,,,0,1,ANSD 2017-2018,102975,,HFID2015,1,1,0,0,0,0,1,1
Kolda,Velingara,Velingara,2418,thies pakane,thies pakane,Thiés Pakane(nouvelle case),case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,Assuming duplicate facility status,,,0,1,ANSD 2017-2018,103031,,HFID2015,1,1,0,0,0,0,1,1
Kolda,Kolda,Kolda,2419,thiety,thiety,THIETY,poste de sante,Poste de sante,publique,Publique,,,1.15,ANSD 2017-2018,,,,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2017,101229,PS_606,HFID2015,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2419,thiety,thiety,Thietty,poste de sante,Poste de sante,publique,Publique,13.02358584,-15.08066519,1.15,COUS,,,,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2017,120650,,,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2419,thiety,thiety,PS Thietty,poste de sante,Poste de sante,publique,,,,1.15,MOH,,,,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2017,171161,,,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2419,thiety,thiety,Thiety Poste de Santé,poste de sante,Poste de Sante,publique,Publique,13.0336,-15.0836,1.15,Maina et. al (2019),,,,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2017,130591,,,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2419,thiety,thiety,Thiety,poste de sante,Poste de sante,publique,Publique,13.02375,-15.08091,1.15,SPA 2017,,,,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2017,50259,50259,spafacid,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2420,thiewal lao,thiewal lao,THIEWALAO,poste de sante,Poste de sante,publique,Publique,,,0.42,ANSD 2017-2018,,,,,,3,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2014; SPA 2016,101230,PS_601,HFID2015,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2420,thiewal lao,thiewal lao,Thiewal Lao,poste de sante,Poste de sante,publique,Publique,12.98862956,-14.4737427,0.42,COUS,,,,,,3,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2014; SPA 2016,120651,,,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2420,thiewal lao,thiewal lao,PS Thiewal Lao,poste de sante,Poste de sante,publique,,,,0.42,MOH,,,,,,3,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2014; SPA 2016,171162,,,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2420,thiewal lao,thiewal lao,Thiewalao Poste de Santé,poste de sante,Poste de Sante,publique,Publique,12.9868,-14.4703,0.42,Maina et. al (2019),,,,,,3,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2014; SPA 2016,130592,,,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2420,thiewal lao,thiewal lao,Thiewalao,poste de sante,Poste de sante,publique,Publique,12.98845,-14.47376,0.42,SPA 2014,,,,,,3,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2014; SPA 2016,20233,20233,spafacid,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2420,thiewal lao,thiewal lao,Thiewalao,poste de sante,Poste de sante,publique,Publique,12.98845,-14.47376,0.42,SPA 2016,,,,,,3,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2014; SPA 2016,40233,40233,,2,2,0,0,0,0,0,1
Kolda,Kolda,Kolda,2421,thiewle,thiewle,Thiewle,case de sante,Poste de sante,publique,Publique,,,,ANSD 2017-2018,,,Regional focal point confirmed facility type (case de sante),,,0,2,ANSD 2017-2018; SPA 2018,101231,PS,HFID2015,2,1,0,0,0,0,1,1
Kolda,Kolda,Kolda,2421,thiewle,thiewle,Thiewle,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,2,ANSD 2017-2018; SPA 2018,102853,,HFID2015,2,1,0,0,0,0,1,1
Kolda,Kolda,Kolda,2421,thiewle,thiewle,Thiewle,case de sante,Poste de sante,publique,Publique,,,,SPA 2018,,,Regional focal point confirmed facility type (case de sante),,,0,2,ANSD 2017-2018; SPA 2018,60235,60235,spafacid,2,1,0,0,0,0,1,1
Kolda,Velingara,Velingara,2422,tianfara,tianfara,Tianfara,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,102973,,HFID2015,1,1,0,0,0,0,1,1
Kolda,Velingara,Velingara,2423,timindallah,timindallah,Timindallah,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,103057,,HFID2015,1,1,0,0,0,0,1,1
Kolda,Velingara,Velingara,2424,tioubouk,tioubouk,Tioubouk,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,1,3,ANSD 2017-2018; SPA 2015; SPA 2018,102959,,HFID2015,1,1,0,0,0,0,0,1
Kolda,Velingara,Velingara,2424,tioubouk,tioubouk,Tioubouk,case de sante,Case de sante,publique,Publique,12.86712,-14.0925,,SPA 2015,,,,,,1,3,ANSD 2017-2018; SPA 2015; SPA 2018,30426,30426,spafacid,1,1,0,0,0,0,0,1
Kolda,Velingara,Velingara,2424,tioubouk,tioubouk,Tioubouk,case de sante,Case de sante,publique,Publique,,,,SPA 2018,,,,,,1,3,ANSD 2017-2018; SPA 2015; SPA 2018,60419,60419,spafacid,1,1,0,0,0,0,0,1
Kolda,Velingara,Velingara,2425,tonguia,tonguia,Tonguia,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,103029,,HFID2015,1,1,0,0,0,0,1,1
Kolda,Medina Yoro Foulah,Medina Yoro Foulah,2426,touba fouladou,touba fouladou,Touba Fouladou ٭,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,102938,,HFID2015,1,1,0,0,0,0,1,1
Kolda,Medina Yoro Foulah,Medina Yoro Foulah,2427,touba kilimane,touba kilimane,Touba Kilimane ٭,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,1,2,ANSD 2017-2018; SPA 2017,102939,,HFID2015,1,1,0,0,0,0,0,1
Kolda,Medina Yoro Foulah,Medina Yoro Foulah,2427,touba kilimane,touba kilimane,Touba Kilimane ٭,case de sante,Case de sante,publique,Publique,13.34998,-15.06002,,SPA 2017,,,,,,1,2,ANSD 2017-2018; SPA 2017,50581,50581,spafacid,1,1,0,0,0,0,0,1
Kolda,Medina Yoro Foulah,Medina Yoro Foulah,2428,touba mboyene,touba mboyene,Touba mboyène,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,1,2,ANSD 2017-2018; HDX,102914,,HFID2015,2,2,0,0,0,0,0,1
Kolda,Medina Yoro Foulah,Medina Yoro Foulah,2428,touba mboyene,touba mboyene,Case de Sante de Touba Mboyenne,case de sante,Clinique,publique,,13.37385973,-14.77904841,,HDX,,,,,,1,2,ANSD 2017-2018; HDX,140482,5202071821,osm_id,2,2,0,0,0,0,0,1
Kolda,Medina Yoro Foulah,Medina Yoro Foulah,2429,touba thieckene,touba thieckene,Touba Thickéne ٭,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,1,Confirm facility type (health post or case de sante),,,,0,1,ANSD 2017-2018,102902,,HFID2015,1,1,0,0,0,0,1,1
Kolda,Medina Yoro Foulah,Medina Yoro Foulah,2430,touba thieckene,touba thieckene,PS Touba Thiecken,poste de sante,Poste de sante,,,,,,MOH,1,Confirm facility type (health post or case de sante),,,,0,1,MOH,171182,,,1,1,0,0,0,1,1,1
Kolda,Velingara,Velingara,2431,velingara,velingara,C.S. VELINGARA,centre de sante,Centre de sante,publique,Publique,,,0.95,ANSD 2017-2018,,,,,,4,7,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015; SPA 2017; SPA 2019,101244,CS_67,HFID2015,1,2,0,0,0,0,0,1
Kolda,Velingara,Velingara,2431,velingara,velingara,Vélingara,centre de sante,Centre de sante,publique,Publique,13.14380775,-14.10691527,0.95,COUS,,,,,,4,7,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015; SPA 2017; SPA 2019,120685,,,1,2,0,0,0,0,0,1
Kolda,Velingara,Velingara,2431,velingara,velingara,CS Velingara (non fonctionelle),centre de sante,Centre de sante,publique,,,,0.95,MOH,,,,,,4,7,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015; SPA 2017; SPA 2019,171186,,,1,2,0,0,0,0,0,1
Kolda,Velingara,Velingara,2431,velingara,velingara,Velingara Centre de Santé,centre de sante,Centre de sante,publique,Publique,13.1476,-14.1148,0.95,Maina et. al (2019),,,,,,4,7,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015; SPA 2017; SPA 2019,130594,,,1,2,0,0,0,0,0,1
Kolda,Velingara,Velingara,2431,velingara,velingara,C.S. Velingara,centre de sante,Centre de sante,publique,Publique,13.14476,-14.10705,0.95,SPA 2015,,,,,,4,7,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015; SPA 2017; SPA 2019,30078,30078,spafacid,1,2,0,0,0,0,0,1
Kolda,Velingara,Velingara,2431,velingara,velingara,C.S. Velingara,centre de sante,Centre de sante,publique,Publique,13.14382,-14.10696,0.95,SPA 2017,,,,,,4,7,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015; SPA 2017; SPA 2019,50075,50075,spafacid,1,2,0,0,0,0,0,1
Kolda,Velingara,Velingara,2431,velingara,velingara,C.S. Velingara,centre de sante,Centre de sante,publique,Publique,,,0.95,SPA 2019,,,,,,4,7,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015; SPA 2017; SPA 2019,70072,70072,spafacid,1,2,0,0,0,0,0,1
Kolda,Velingara,Velingara,2432,velingara foulbe,velingara foulbe,VELINGARA FOULBE,poste de sante,Poste de sante,publique,Publique,,,80.4,ANSD 2017-2018,,,,,,3,4,ANSD 2017-2018; Maina et. al (2019); SPA 2015; SPA 2017,101268,PS_633,HFID2015,2,1,0,0,0,0,0,1
Kolda,Velingara,Velingara,2432,velingara foulbe,velingara foulbe,Velingara Foulbe Poste de Santé,poste de sante,Poste de Sante,publique,Publique,12.6862,-13.5303,80.4,Maina et. al (2019),,Flagging that Maina et al 2019 GPS is very different.,,,,3,4,ANSD 2017-2018; Maina et. al (2019); SPA 2015; SPA 2017,130595,,,2,1,0,0,0,0,0,1
Kolda,Velingara,Velingara,2432,velingara foulbe,velingara foulbe,Velingara Foulbe,poste de sante,Poste de sante,publique,Publique,13.15247,-14.09856,80.4,SPA 2015,,,,,,3,4,ANSD 2017-2018; Maina et. al (2019); SPA 2015; SPA 2017,30243,30243,spafacid,2,1,0,0,0,0,0,1
Kolda,Velingara,Velingara,2432,velingara foulbe,velingara foulbe,Velingara Foulbe,poste de sante,Poste de sante,publique,Publique,13.15247,-14.0985,80.4,SPA 2017,,,,,,3,4,ANSD 2017-2018; Maina et. al (2019); SPA 2015; SPA 2017,50267,50267,spafacid,2,1,0,0,0,0,0,1
Kolda,Kolda,Kolda,2433,velingara yelle,velingara yelle,Vélingara Yellé,poste de sante,Poste de sante,publique,Publique,,,,ANSD 2017-2018,1,Confirm facility type (health post or case de sante),,,,0,1,ANSD 2017-2018,101232,PS,HFID2015,1,1,0,0,0,0,1,1
